event_id,user_id,session_id,order_id,time,total_price,shipping_price,discount,discount_coupon_code,total_items,total_qty
f8b4ebd0-38a2-4236-8629-8a9c357d2d5a,06b14ed7-74f3-4d33-87c8-a73c0a613264,9297b80d-ab8e-40c4-a39e-fe0ba913e644,9cafc21d-fdf7-4bee-8d1c-7c68a2daff91,2025-01-02 08:21:06,819.94,0,20,,3,6
9b5ec127-7ec9-478a-aaed-3e889c6bc191,9b6885c6-3b00-45c9-8c77-9829ff9b9aa6,7e037f13-be00-4794-bd96-3077031c50b8,863bfc76-2408-4258-bd82-9b6a745b422d,2025-01-02 12:52:05,719.95,0,0,RING20,3,5
9c87e1d1-e3ad-4146-a145-94971176bdba,10fb705d-5c73-4f89-ac43-93e5af318a53,a473faa6-316a-4caf-a77f-ca5e17c83db7,0240a7ed-84ea-442f-aeb2-1c76bb31f4cc,2025-01-02 06:00:04,849.96,0,10,,3,4
44d5a37e-2c87-4b65-975d-9a28af04496b,34b23cd1-ac2f-4669-9af2-0d11ca4d16aa,11434301-cd06-4b77-b1f7-247cc8992873,e49890e5-e7eb-4b22-950f-f2d091ca239e,2025-01-02 19:50:06,319.96,0,0,RING20,2,4
1cdd8451-00d5-4e43-95f9-086fdefc13ed,4d2fdafe-6426-49e0-9fac-c8b30fea07de,fcadd026-3f8e-4925-b635-5974d6f22f4f,930530d5-15f7-4787-a923-2a77240cfa73,2025-01-02 07:15:55,619.96,0,0,,3,4
608875a4-fc8b-4a2f-b2da-1e20a8cf4ada,3701bf8f-8545-43cc-90e6-0336a8991060,a82be0dc-4b36-4959-9262-16169eb10c86,c6a71bae-b87c-417b-ac43-69f863d8aec0,2025-01-02 22:06:31,119.98,0,10,RING20,1,2
f0b1c981-02ee-4297-9c59-c942b4f7c0f0,10492926-16bb-44a5-9f2c-44d0fde1a1a1,4a87ad6a-1909-4f85-8f03-e7d2250b8e91,5676683a-7aac-433c-8088-c35c2de28b82,2025-01-02 18:27:09,499.98,0,0,RING20,1,2
4c35013b-6bd9-41a9-9ccc-1c13db589805,c8352934-0c9a-4ff3-9a38-3df43fca5501,012a67dd-0b44-43e2-bfc4-efd43dd241b9,ebca67c9-5273-4cb9-8828-226fdb5df3f7,2025-01-02 06:06:27,699.96,0,10,,2,4
3da5e4ee-6b72-4f1f-9dc8-0837067629cd,a078022c-ad58-4a6c-8c94-56edb3148d3d,149de0c0-4e40-40f4-951a-613ac6c37428,6ff048f3-6588-423a-b7b1-3a0152a40035,2025-01-02 05:50:40,569.95,0,0,HOLIDAY10,3,5
415019f1-b3f9-48cf-b9c4-88a2a99a31e2,2cddfad9-4180-4b97-a75b-d93a88011201,315bcc35-8a96-4107-a514-d1d610fbe432,ef36807b-a1d9-49b5-83aa-6f7d54694612,2025-01-02 03:56:10,249.99,0,20,RING20,1,1
a7e9f32e-d871-4a2d-9518-bcc24bc4a92e,9b3c2a48-3172-4150-a1f1-e5ab5bbc58b7,53e14a63-b615-49fb-99cd-5ff62a571563,04e39499-1fc9-482f-8739-4166befae401,2025-01-03 04:00:08,749.97,0,0,,2,3
bc77202d-4f11-4dfa-af19-1b462189ebfa,256c47de-00eb-4a65-b26e-3823707bccd3,559c6c12-c788-4e47-b0db-63f2ccc41aea,adb8b6f6-0ba4-45c7-a102-f137ea3c43ca,2025-01-03 08:08:18,1099.95,0,10,HOLIDAY10,3,5
d1b8a8d6-b693-407a-baf6-b4c0be5a1123,1d97b52a-5e14-4fdd-b290-260ccda05dc8,ffce722c-5115-4b43-8cc9-a32edd0e7f87,c4fbecf1-d0c3-4bac-98df-753c0542ae7b,2025-01-03 09:53:31,1099.95,0,10,HOLIDAY10,3,5
3b9affe4-02f6-4591-99f8-dffaf87b3536,808d1bdc-0e58-4b16-848d-40a1cca48ca8,a65203e8-91c7-4f5e-9b24-596c3f1084b2,3ce649df-5f6b-4d46-813c-0bdf43d9490b,2025-01-03 20:09:34,349.98,0,0,,2,2
31dafc96-a327-4638-93a8-2e0de43807d1,2be33205-470b-4ed1-beef-8c5a03f3a69f,d3c84053-0d6b-4abe-bc46-9cd814b40a08,7f37cae1-d7ff-441f-a84a-7494c6f58e5f,2025-01-03 04:28:19,469.96,0,10,HOLIDAY10,3,4
8bae9600-a188-4c62-8b17-9a51b3c548e4,dda5bd16-406d-42ae-a1ab-a8ba11a76baf,3daf034c-8ff8-4847-b991-61bba3abb12a,d87f6407-e8e1-453a-9a53-122df1612e87,2025-01-03 16:37:25,469.96,0,10,,3,4
0c709ee6-f6a8-4175-a87a-5abcad3c1be7,4d209b42-0025-4926-8d28-9756e7536030,15db420b-722a-4a9d-9bc0-5c548919e70f,422fde87-3d7d-4d1c-ad6a-3bf71d8c5adc,2025-01-03 02:10:35,699.96,0,10,,2,4
080bbe0f-ff8e-4903-9dee-1070340d37ad,e5004db3-ccb2-4188-ab1b-915c791f3e05,30574159-54cd-4cb1-a15b-b5217d061f7a,d8ad22bb-fd41-4ca5-b2bb-48e1d9f60752,2025-01-03 22:09:00,849.96,0,10,HOLIDAY10,3,4
0a9f70b6-7898-4f32-b003-da4422bcaf24,b2ac32eb-251e-4e66-bad2-23ce492413e2,16771ec6-a9cb-4354-92a9-76b1d2e1db09,c7e35f16-fd15-4af3-8c19-4ca936d4415c,2025-01-03 00:49:32,719.95,0,0,RING20,3,5
820bbfb7-d7fe-43cf-abea-aebf163ec076,2a6fd8f5-9d0c-426f-aa91-7ccb4de54993,104f4a7b-fc2e-4b9e-9672-ba66f95cf496,9ec452cb-46b0-46ec-850f-0a082dde505d,2025-01-03 05:54:07,59.99,0,10,HOLIDAY10,1,1
299b8af2-f9cd-4677-bb3b-8ad99bc8eb14,058f5905-0511-4d94-b4ad-4a976532bf0a,4514aa93-77d0-4322-80f2-2b37c04462ea,beafc5c5-a1da-4420-95e9-8456dac3a36c,2025-01-03 09:28:53,99.99,0,10,HOLIDAY10,1,1
6ca61066-06ff-4e3d-9395-4464a8ba4d8b,47a6d1d5-9a9d-4c38-a924-9aed8305f522,f8357543-123f-4ff2-b53b-2750d874a6b7,4cf9d490-3876-4ce0-b960-8a5d3f9e5034,2025-01-03 15:51:29,599.97,0,10,HOLIDAY10,2,3
b0300727-0cfa-48de-8e30-c85a030c72de,e5348c00-fba4-485b-98ef-b88b7bb92cd9,363ee509-2a47-4ff5-bcb4-2e6ffa382b7b,077c90e8-9f5d-4c84-ab27-25772f8d32a9,2025-01-03 10:17:58,659.96,0,10,RING20,3,4
5b08263d-3424-40a5-a714-be2d79412e15,095d4a7a-752b-4c52-acd8-08648f7071ba,ea8c3758-e185-4842-a412-d1a4453bbf5b,dd2ee5d1-784e-463c-94af-d4f3c428ac8e,2025-01-03 12:28:19,469.96,0,10,RING20,3,4
a4b86f77-8077-4d01-8aac-9d217943a92b,317f55bd-99f7-47a1-a323-dca1b236f8cf,c882bdae-4421-4b72-b5a5-a3f391efab62,2dc13032-1a2d-4fe3-9a25-7c48bafc9ccd,2025-01-03 02:47:12,309.98,0,10,RING20,2,2
cfd35b90-9fa2-4d24-8c5a-c9dfbc68948c,c9e5a021-89d9-494d-b00d-beeba676e870,009bbbf7-1fa7-4106-abe2-411c383eec54,0ac41021-1b96-4f3c-877a-85e5d6eef210,2025-01-03 00:49:46,349.98,0,10,RING20,2,2
01cc7bee-ab97-4090-9679-690b151482b8,13c433b7-791e-4357-a100-b2803fff432b,6b4cf9b5-7dee-47a5-8195-d5b5fe924795,7314ca9a-bc5d-436b-b33e-6375a04951a5,2025-01-03 07:12:40,159.98,0,20,RING20,2,2
d2717fc7-e782-4382-949c-52e9d4cbbac5,befe6434-b420-4395-8344-859246ca8bf3,65c6adb8-39e9-4f7a-a21a-51043c83cc70,96baa577-fb36-42c5-86fb-d1a5c1f36dc5,2025-01-03 15:14:08,259.97,0,0,RING20,2,3
1daf1734-b69c-4e3d-ad2e-32152c11defb,b2d9652e-12d6-4a96-a030-be1b14415718,210b9097-20ed-4472-9cc5-8c92de329a9a,7685793f-866e-4844-b4e8-7c38be638683,2025-01-03 20:38:39,469.96,0,20,,3,4
41338cf7-89a9-4b47-a97c-7bee86307ace,a39dca15-c8c3-4ee2-af07-473ca2911c28,91638c11-a551-421f-85a7-98ffb63b3ad1,d7fc2acb-273d-4299-ac6e-edaf44d5f6d4,2025-01-03 12:58:00,409.97,0,20,RING20,3,3
67589645-0a84-4fcf-9bf8-aad66c264ae3,423f71a6-c5b5-4f45-ab9d-761b51ce7986,d8add345-c497-4f4b-b769-e3378da74e64,933ef828-5e6e-4c01-863d-67a73548c361,2025-01-03 10:50:50,119.98,0,10,HOLIDAY10,1,2
87c73579-47dc-43ca-b36f-3dcc4a3bad9a,9c82dcfc-5b6f-4f4b-a748-172fa96cf1af,4727367a-8f32-4bf8-aa83-79323a2d8702,a7760af4-aeee-49aa-bc94-2119bb1d00a1,2025-01-03 19:04:31,199.98,0,10,HOLIDAY10,1,2
ab0464da-32a5-4bad-8d89-a1e66f123c06,ddd35a37-7aba-404d-ab3f-a5dff22330c1,efa8ba8c-a0ca-410a-a4ca-630adea65517,2ac7eba2-4c41-4c34-be56-a39099cfd62e,2025-01-03 08:03:58,1199.94,0,20,,3,6
11a0032b-9d41-4909-b567-69ef40571cd9,84d8200c-600d-49b7-a259-4d4ce7c97d20,b06dc400-8f90-4dfd-8d58-b17a8b2769bf,4d8bb186-f1f1-4b91-9727-98930414eb9b,2025-01-03 18:50:24,869.95,0,0,RING20,3,5
292e82f3-075a-4bef-af95-d824c65a5e20,d725abd9-f985-4c39-a840-cc0234fe130f,9801698f-6b3a-47a0-b629-faa6962b1501,379a6b37-5c63-4357-9a1c-37221f20b0d1,2025-01-03 04:07:07,449.97,0,0,,2,3
80d6e968-2107-478b-8a43-ad568fa02584,f2c63840-934e-47fb-b430-7e7ad75b4e5b,97367e6b-c6a7-42f9-844c-9e753c1fc398,096bd705-a6a2-4dd9-914c-017f70519416,2025-01-03 12:26:10,599.97,0,10,HOLIDAY10,2,3
640e9789-c673-4cde-a863-f70be4010454,75218d9a-3e9f-45da-9955-8185150d685c,659ce6b9-7db9-43d1-859a-19f50dd72bfa,e27266f9-afe2-414c-82ee-504d3451fe6b,2025-01-03 00:39:41,219.97,0,10,HOLIDAY10,2,3
ac0c10bb-5a24-42d0-a575-f4c05d85c71f,5b0d274b-1d6c-41bd-839e-79a468bc18f6,417914d5-a9a5-4c99-b26c-20a1ad9507a7,c4921f9b-27df-4540-bcf0-4962e8a9d6a4,2025-01-03 20:45:33,499.98,0,0,,2,2
ef4e5bff-7b9c-4742-929b-46eea07bae80,915a0f72-dbcb-4edb-a15f-46326ec971a4,9a8edb85-4a47-4b5e-a41d-82b050383ee2,d2389955-baac-40a6-a560-fdf78fc48da3,2025-01-03 15:30:41,559.97,0,10,RING20,2,3
b67abeb5-cee3-4426-8a5b-13e3a9b9abbc,25363f29-a5c5-4c16-9a65-b50ce40073d7,3e30a284-19f8-499d-b091-98f37e97f299,93f2ad5c-09b4-4355-a184-0f37eb0e5566,2025-01-03 00:46:35,99.99,0,0,RING20,1,1
27c8b338-75b4-4f12-9dda-01c69778e94a,d436adc5-f209-4f3a-9c25-2ce93496e74d,4871505b-64c1-4134-a9a4-d3e1c552186a,a173083b-33a9-4dc7-a29b-8791eb727893,2025-01-04 03:20:54,699.96,0,0,RING20,3,4
c4b556b9-d073-4adc-b537-b201d2a87de1,0f32a71d-0f88-464b-a284-9abbbf1753b0,fd532570-f46f-4c64-9c1a-30918fd12085,f4ffb3a8-ccf8-4260-9375-8069cef80e0a,2025-01-04 21:01:07,1119.94,0,10,RING20,3,6
47a1fd2b-fa1e-4d7d-a533-30c2ace280a4,ea685a18-20d6-4d44-b791-5e614742dc98,c7cc6e72-6825-4178-a22c-fbc6572c3a99,a99b77f4-9edc-452e-955d-00d9dbab5c03,2025-01-04 17:43:27,369.97,0,20,RING20,2,3
07f574b1-95ce-4f2a-93ef-c83104bb2905,2dbb0163-c1fc-472e-8413-199455f72f69,9ba9f879-62c0-4f41-8ef1-2befd998b1db,aa884cc7-ef08-4f7a-a700-952c9f18d054,2025-01-04 03:42:52,619.96,0,20,,3,4
94e906d7-78a0-401f-afeb-3a07df13c359,2c70f4df-2ead-4035-9c9d-63b0cd89c5e4,69e56ec8-d4be-494e-aa1f-b8efdf01976b,6f7879db-38ac-4801-96ab-5a69d2a13d54,2025-01-04 15:38:44,949.95,0,0,,3,5
1a386d16-e3ff-4063-a484-b7541bc779c9,3cb31641-8b12-48ec-9ff4-aa8ad8d072bc,2c3b3d68-b689-4ecf-9b69-61b9d681942e,28f25cbe-e867-4a9e-a067-9413165756a0,2025-01-04 23:20:05,509.96,0,10,,3,4
fe188159-84ae-480c-8089-a9f10e521209,5ed55deb-9f97-469a-93b7-264719b3afce,c232cdca-ff74-4508-b933-59bb42e19eea,13fa295d-f72d-4ccd-b552-37ef3f44bdc0,2025-01-04 19:30:50,559.97,0,10,,3,3
b1ff98f1-5bc4-4d0f-802e-1745839f0329,9acf95e2-a20e-43a6-982c-9ed0ba3a7cc1,01af8361-88c9-4916-9fa8-497f47c52c26,d8e52775-88aa-497f-adaf-b892befeab26,2025-01-04 12:46:13,409.97,0,20,RING20,3,3
96c12467-dd4e-43e0-9d03-84a8664478eb,fa800df5-2808-4fdc-9256-f5917922d5ee,72e55051-9673-446f-8640-0b2f9a2f4501,1fb53db2-3808-4323-b430-84a318bb7dbf,2025-01-04 14:18:31,509.96,0,20,HOLIDAY10,3,4
e934b4e5-39e1-4ebe-a13d-3e8fd0c4c54f,31ff86db-1330-4ae9-82a7-fdc1f1fcef1d,26137b83-ce65-4f37-98b6-69547f492635,cde45f2e-1d77-45c5-bb61-0b3b4ffbcc88,2025-01-04 11:57:36,249.99,0,20,RING20,1,1
8efdeb90-c117-4677-be35-e53913a64faf,d5e1e17b-1986-489b-a3dd-6fa2919308b6,0993b172-f0e1-4eff-82cc-30d86448fb7b,1f1887f0-b6b8-4a04-92df-7fddd6d71ef0,2025-01-04 21:02:49,699.96,0,20,HOLIDAY10,2,4
